Year,AUS,AUT,BEL,CAN,CHE,CHL,DEU,DNK,ESP,FIN,FRA,GBR,GRC,IRL,ITA,JPN,MEX,NLD,NOR,NZL,PRT,SWE,USA,,Euro Area
1901,8.34140008315883,5.65309364216478,7.476922104186383,6.927487577191563,5.676766298656856,5.567951362661877,5.7780992356314425,6.0091868294759605,6.542898172705896,5.644489835760656,7.175738469853345,6.241461672352488,8.868777306126205,7.5690172956165815,6.595100493942826,5.746829043303901,4.261486231862901,6.497235416257107,6.646266095662425,6.3429172587369695,7.714822938430672,6.028732310419284,7.201475481253224,,5.9676615927053005
1902,7.5839509730192916,5.664674423477226,7.553246521866316,6.661878681381212,5.870334267071589,5.818172549035979,5.7441881161962245,6.076930583569028,6.795431806368667,5.90112501479601,7.220181518817122,6.158362480069581,8.754870802084971,7.372122904243406,6.403750021517376,6.11453873512146,4.324568395124278,6.282735245147463,6.731188336013772,6.314450441987658,7.701762430802658,6.117645865595001,6.954601972571037,,5.974067783224365
1903,7.279613916753846,5.662689630770529,7.386154187027659,6.3180246451254245,5.963544088634522,5.908705769279162,5.749165231911981,6.075521405627867,6.9961429083275455,6.001529040570867,7.2566840936790085,6.124037963077785,8.689266940203526,7.220114272122585,6.280949208288863,6.353428808034029,4.328962555652326,6.190917818941919,6.8461212088935275,6.250010927453048,7.693735102013601,6.188245071032052,6.690036674339829,,5.94892359579504
1904,7.3797578412721405,5.638746971608235,7.254396012869809,6.050880819594594,6.068532518421557,5.462049040225387,5.7985960324164125,6.0300335618398115,7.1273831362590965,6.06435260895851,7.287411635846147,6.11063978864991,8.589195968815378,7.100393862031788,6.0849925169833705,6.374267305874929,4.397439591936465,6.3084520542221405,6.916119745610199,6.302392773387693,7.690656272323559,6.1039781600063705,6.678845694826871,,5.923096146959908
1905,7.379003104385223,5.611658630593581,7.153927366819369,5.815486669401094,6.160305019593608,4.800999647748256,5.907631883544522,6.129441198400001,7.125733174630154,6.111433340629516,7.348570215608375,6.1334690555397655,8.490524552556744,7.022633711151959,5.725097004613223,5.890595398746245,4.455165768003889,6.32623647109337,6.972960192598022,6.2611002428998574,7.72744346372664,6.0038234613717965,6.556070597921187,,5.869395077117545
1906,7.280568511304506,5.571846802690064,7.250628537018449,5.585674513434214,6.137477711219114,4.051276027224748,5.818892836583447,5.959850042523491,6.952677770490991,6.159598638350686,7.290950677827589,6.242365897172439,8.429803745747227,6.984593702968715,5.411731016828101,5.693469712051449,4.360900895390447,6.424288649814821,6.965866348984193,6.1912084756658565,7.764762444447037,5.7860077123356355,6.254553071807127,,5.792463599649449
1907,7.076025357933695,5.488643240906974,7.272631334776358,5.384010216080663,6.1104543700181315,3.699878819178859,5.759591321918158,5.812790282980849,6.7541549705135075,6.130226585773122,7.069618260436248,6.4386850369892015,8.374722307853432,6.990320531299158,5.311308923066515,5.570240312511658,4.3419668987865725,6.420236106818,6.823574955383711,6.164083461345519,7.787411972781257,5.518043629849121,6.04132621551579,,5.696689384504618
1908,7.0126820418948626,5.408392574171051,7.1310812476800685,5.3725896281854135,6.147899941751413,3.714701081944813,5.860813653401618,5.823364211881935,6.955625779219284,5.976810633435459,6.964718806877186,6.754868199857418,8.342564403138846,7.109753251361607,5.381469423978009,5.3753683575836,4.5962668416042884,6.3420846460273825,6.692605869219532,6.386089236245741,7.832302349635802,5.498328218836067,6.295341637868584,,5.694322348222343
1909,7.130058063974912,5.40820459323794,7.063786758707306,5.3931842607879945,6.207439964966207,4.273627321592667,6.012392670025222,5.956198768492953,6.911868399515382,5.922999523091734,6.870144297396048,6.953221859361391,8.305918033616134,7.300637269542364,5.535464885039487,5.423409492265881,4.891937602151793,6.342612572459553,6.6192827673251875,6.44545144718273,7.8810663078751695,5.604532063657945,6.4163228792144675,,5.752082704554894
1910,7.1523448703250105,5.420150382690048,6.813071336381391,5.318819557700569,6.2185393877137125,4.715331041141502,6.165271604175808,6.155760499164733,6.987218204685476,6.0793040605630315,6.693630581491296,7.098733471749073,8.287582720155957,7.582642302498235,5.718509317093484,5.458640024628376,5.034330058340922,6.392408873739871,6.530459888094496,6.34785207097762,7.910654179962661,5.682423732064119,6.433338588892263,,5.7841424945060105
1911,6.86223218257918,5.405818697821736,6.588597674237035,5.266079726697793,6.2317232261949185,4.823053308418876,6.289367807552363,6.305005803750794,7.064187251003076,6.138720805879095,6.476488220567702,7.163824035816576,8.064086142976507,7.779808093183565,5.987063235972517,5.321361133484022,5.23779931050903,6.446994764305122,6.436706689760366,6.372220661253515,7.928840698915827,5.876351495585915,6.532551178705066,,5.817462654867838
1912,6.8559773661513095,5.320074985932509,6.264787521152481,5.135919159581403,6.284584231700484,4.861441523458125,6.311808094497309,6.316226008829775,6.629497708503943,5.963629901907508,6.260202233477778,7.235729435375559,7.93641651263854,7.938498735461175,6.314932715772816,5.180200082887039,5.515528468749085,6.33551339757448,6.24679382311382,6.469245446575866,7.870110041318443,6.020945206273803,6.372694260367821,,5.802552113412599
1913,6.886384342985332,5.320743091164082,6.110917780347388,5.102832790105932,6.436822583931686,4.972868622114751,6.285943714413947,6.266003001840781,6.215736642102029,5.865441872442732,6.099839468384794,7.19087320452703,8.25332360163528,8.046930409617223,6.647704602092458,5.088705633980494,5.887664517377495,6.219046631953918,6.089078458473612,6.575634036261244,7.46994691968077,5.946784702268553,6.192841592543158,,5.812425285156096
1914,6.8445167736567845,7.371012300769978,6.331772331506048,5.342611064227676,6.664669691409864,5.363317156902795,6.297156470059771,6.2419348551848355,6.098598095866,5.946203590227983,6.108941561426873,7.129084842694914,8.406030562337325,8.061091721357945,6.938775047520019,5.144623626624844,6.576189769951796,6.21073827064008,6.055985902467322,6.66943399444057,7.583699007024156,5.893280162687682,6.242515314722055,,6.079678517576504
1915,7.136689699051195,8.257915383461652,7.055525402273532,5.7773478237110485,6.615302108410738,6.17366272373973,6.1929594882728685,6.241039626721363,6.540406889807258,6.213612819238118,6.23551771701865,7.2552789812430944,8.771768638827266,7.837003243729268,7.348792043658827,5.334543151940578,7.374085684665077,6.2948584749652845,6.1596822343331725,6.75210456014353,8.316865117858521,5.860204471551455,6.233884248746371,,6.325376426181345
1916,7.532533129217352,8.233860520614968,7.705783166843184,6.171149778846318,6.205200081560472,6.758922624896481,6.023893277018718,6.291562842326778,6.72679401743333,6.427956988178371,6.450396870999702,7.524794820127378,9.22104051012657,7.562160887880495,7.930312832373264,5.316576712057689,8.025210874484289,6.22992590734267,6.222063826312156,6.888303719901801,8.979972484407337,5.844194958317712,6.006607114225903,,6.539857129544516
1917,7.649056357625733,8.358308158438701,8.245967043988259,6.498113072047107,6.162693067842702,7.228260255999022,5.830285838003361,6.383866278497237,6.631329254103883,6.724435542425195,6.635205703028802,7.648516663593947,9.721602761302305,7.502267316375063,8.545204679097122,4.903727597157086,8.472568949978811,6.646478093977017,6.338698180892141,7.067420596104862,9.714657333445938,5.888793249617032,5.68049873121055,,6.734567423334204
1918,7.922096717986672,8.47200640620311,9.030251607380805,6.884532474747634,6.464555597731189,7.464089462545335,5.639836374634857,6.5035474279800285,6.526045329744521,7.189435993064521,6.79111343345113,7.551147736632732,9.870863127718815,7.59620331823509,9.120064548115948,4.334055104238992,8.755196135567612,7.106277092952437,6.494942984481297,7.260185170238716,10.605417129639719,6.050887789939061,5.392549232004256,,6.92083562118417
1919,7.878799785800879,10.914299865120446,8.543485714162061,7.095411216704917,6.628913833635666,7.762195252196719,5.469029198028795,6.6323783636892335,6.349210255874006,7.256595157574789,6.7288741860542025,7.247331211696766,10.121637870937917,7.643769210983237,9.453808848592555,4.049751251969355,8.714216834830678,7.26271560994466,6.373795540931621,7.0470801115243065,10.653405936158162,6.083898370714147,5.251909642188686,,6.973572080248565
1920,7.848354926883987,9.248922898660094,7.6880510559489,7.24084478061928,6.827970028893402,7.9091308468843025,5.32599169588835,6.750450598853084,6.393685599915549,7.254044356835721,6.614890052381307,7.055111275449645,10.287125272848563,7.464407118615654,9.711579517770558,3.9813539049226745,7.982101884025471,6.797049638528833,6.312829482260331,7.121940067027196,9.719792169048041,5.994424586332053,5.183869380937746,,6.677666572545078
1921,7.524330725672989,7.737335648872771,7.404649604091121,7.357328468879327,7.322605656264153,7.779954829541681,5.127236940617831,6.81948819207719,6.378881476397174,7.273089629308648,6.57698145617618,6.805172138857952,9.98654451257001,7.337578007377817,9.823494562003173,4.221136810497649,6.697604586877828,6.423482669870085,6.612013069413049,7.334396469197718,7.974081950103445,6.248529274496179,5.34962790635761,,6.4759897665774
1922,7.389525094577211,6.859380393629944,7.295875352756211,7.498069026429739,7.57370473372795,7.461556158965604,5.0033986236136,7.053807458096055,6.432183224789277,7.405991588452912,6.550288951628208,6.7320697116046535,9.597709964638593,7.180189369960884,9.803308563582206,4.598977200596571,6.74626447624342,6.3192392192758815,6.8084913953132595,7.335106269132062,7.187790177192001,6.654911547251996,5.405464361189157,,6.3247097586771845
1923,7.269766692579655,7.097696842844068,7.498686070928642,7.452985455542293,7.824743054394051,7.172064475781042,5.117218551827337,7.257408496849039,6.583482084488836,7.482636555311074,6.621959100207862,6.701319661508962,9.292502447574531,6.507364302711618,9.645894275828658,4.861248453864456,6.8011191404655875,6.405941204813017,6.869501647783369,7.304336622997964,6.324436501470571,6.8959074988127975,5.232265842269531,,6.328003402350827
1924,7.143167288152072,6.236344340036297,7.403638852221826,7.564372175048391,7.959138653387449,6.933070523674475,5.256864732471992,7.321716328548631,6.246032680041697,7.5781357650358245,6.436775883090694,6.592823683261907,7.801475117938095,5.69556608922894,9.469276639313652,5.068815082349402,6.569100701103316,6.446504987441101,6.92090896980343,7.305022734060661,6.162897247113846,7.021154759164483,5.322344458282481,,6.203235064083315
1925,7.192565475790901,6.276883219140093,7.5416249854807,7.707839040158458,8.098697929058345,6.631257080519241,5.323199778324284,7.428194609468359,6.47169294075858,7.666586848209166,6.485496786320891,6.47146705486,6.732397700053232,5.1249744130496335,9.263538444683837,5.287709720879734,6.349805321878644,6.438092907451392,6.95948712150452,7.256991671700941,5.961456410357601,6.942889087820727,5.167870979780145,,6.235431738246323
1926,7.280517649665464,6.255787549933332,7.863308006456369,7.844273339783783,8.200457234659625,6.002030122642738,5.421005030350269,7.600502889878026,6.273005810453066,7.514075142653207,6.441008376112396,6.545030235380287,6.293906852242964,4.858640478730289,9.083899638320998,5.441314689628325,6.28255966053903,6.3591959423260445,7.116741871093273,7.377641188636847,5.676294624178046,6.910106316737845,5.214119995085217,,6.214593453732463
1927,7.397829031087414,6.304724675260668,8.022525209306972,7.740204715384161,8.089166227149551,5.974935876043608,5.409256944702659,7.745169734048242,6.092687653874637,7.288936637458982,6.613893047554206,6.476393773335175,5.762457430714332,4.655491068118264,8.699325155366893,5.556214070957237,6.322771802853622,6.277495025712799,7.162887717001392,7.45353345797211,5.5728639712613885,6.891270588992602,5.354117383390911,,6.19906954037973
1928,7.619545317905602,6.241366435292937,7.995784963383917,7.536594874681444,7.928321460672911,6.088294989391607,5.442780029356847,7.816011283783263,5.568536270200422,6.9752972642571605,6.519279879715602,6.322746238204645,5.158023546820461,4.701829148790945,8.25841850977183,5.653008697403462,6.3119838323599575,6.15625069786198,6.992224952604171,7.307632933039196,5.3427765292249365,6.679784152768815,5.4677389622753925,,6.031423185846182
1929,7.707647548827188,6.155560231549575,7.703078818144048,7.253628533189678,7.690220991916232,5.329522825698523,5.6050402537507455,7.6997057086732745,5.206712750798254,6.900864157986575,6.291951122167144,6.3017727175300555,4.7900517403031895,4.802098220505449,7.936119978640022,5.697829406051115,6.067830523034985,6.042482870964077,6.742956390366644,7.168635886844373,4.980765923370688,6.509451176683344,5.515497575531198,,5.9688467335817315
1930,7.883876411143096,6.2009560613648835,7.192915499436207,7.247989889011281,7.434755464202368,5.177591457543375,5.901970107398721,7.229779697964526,5.186890268236368,7.17199878229248,6.007222031732621,6.376352866497224,4.506575224016753,4.93656998747465,7.700893161164113,5.769925578669491,6.037166592384737,5.901365481438873,6.64981415796697,7.308901219590316,4.581163679399946,6.330395013045267,5.7091144319234575,,5.896367215945125
1931,8.022974853496791,6.383777745680258,6.906746976781459,7.6443798195895205,7.184711557356752,5.631489384719235,6.378684475107273,7.032323896170004,5.420646521846295,7.588186728773313,6.1493536300220715,6.4124688549272815,4.600162548864248,5.18463532657463,7.607916271414323,6.074541265389056,6.42921467401166,5.9364120158007125,6.747791877601118,7.495953192180743,4.719589462409911,6.422496643148121,6.074629355432419,,6.084314529425725
1932,8.499990305279752,6.724358617712715,7.088827192484368,8.279024291694517,7.043452789080962,6.551672534287695,6.966443325879229,7.25358397583005,5.767305008470026,7.963016560878055,6.64619109801208,6.64451652194129,4.796081176998692,5.518891741744885,7.568210359856023,6.3297929292140065,6.9577694401341175,6.188345148430659,6.838170236471287,7.673223187457758,5.088426762197421,6.861280771250147,6.564792991977696,,6.436281658052583
1933,8.896357528049828,7.084448378784732,7.207820666817917,8.951776131924449,7.010646829285987,7.464327198292129,7.408183625627392,7.4025409813166485,5.97327091048448,8.152654412857357,6.989013136121537,6.947247372290521,4.998624067056916,5.720636749495302,7.607436385939056,6.385767693270718,7.261350155181949,6.458745977262296,6.941730265698901,7.665269800912332,4.863150991879507,7.089620720684132,6.999302604857039,,6.694994193635095
1934,8.992471852513075,7.377473022121247,7.4327670419550005,9.425483555605592,7.039634144648646,8.164536900869287,7.483802339479454,7.375923792260601,6.136652570151873,8.101241223887355,7.36041321907761,6.982279954764657,5.080704045780854,5.626934394484741,7.667201135423543,6.171543119549905,7.263352393176893,6.697895295358381,6.950836427723906,7.652088782779191,4.987128273992707,6.990605232685318,7.267749173289261,,6.848203094243731
1935,8.618106714622131,7.584979431671322,7.793196195934674,9.726189469127286,7.200634023009557,8.358631808419235,7.408483811798507,7.290058302066322,6.2791249950218,7.782196755685692,7.712036420496161,6.95694893485992,5.083428025630823,5.61214662478392,7.63954699626912,5.898790862204355,7.133155465819593,6.926380408781279,6.828542706455302,7.601154788675585,4.343473199795067,6.580803477830874,7.352145573976038,,6.945808271533459
1936,8.36830787736911,7.7075615921480995,8.12047143306451,9.825601921971026,7.548993745127785,8.426117932820377,7.2357913792272575,7.169181306421966,6.582664867896436,7.425102467126137,7.954458654139848,6.830928508150053,5.145724532410528,5.569719058254748,7.528331522471966,5.649641019390615,6.86701756970369,7.130788637985649,6.589870382361777,7.352260541976963,4.509567733284231,6.266177039118379,7.230803163144091,,7.0173802693160505
1937,8.21044870011787,7.764676172442861,8.357049204876029,9.527058268353644,7.77426965641748,8.532516439479668,6.971037841331098,7.024206593517727,7.117905172229537,6.758108679063731,8.025215584741797,6.7631371708849395,5.146728717560618,5.590439182475507,7.451352132626306,5.522035233488114,6.363262732789319,7.261366838128341,6.319621386465651,7.138871836946536,4.786511407118207,5.953672879093695,7.031665656699666,,7.0189722460972845
1938,7.6372597160411955,7.80180734751126,8.44286094755331,9.32335057013355,7.926511743952496,8.425292445969088,6.653958005854751,6.831727036132303,7.615194158165351,6.454627225529027,8.250314244704999,6.684757801575772,5.256649982203768,5.728000866332602,7.3075297177364105,5.181654028990316,6.708418765021386,7.252002862011947,6.163836023353099,7.034522137678696,4.791336567568328,5.636656510158463,7.104974807429288,,6.915805392841958
1939,6.561745432520059,6.8000038091184445,8.651245591066303,9.233055345709401,8.033958870119521,8.546795023428675,6.4120775656033855,6.626905203188449,7.932779650309869,6.261580382745959,8.42606622575045,6.736115696147902,5.490976514779952,5.873919636710968,7.072780869812582,4.695790801700573,6.8975169652008095,7.219549003686232,6.032381161523355,6.964216699811865,4.951888316243047,5.363517607888591,7.113744204863781,,6.794492205296542
1940,6.086319357723596,7.2717227938384745,9.272949737824154,8.713500863130568,8.275859336848923,8.515569626985226,6.294378424121072,6.805318169776452,8.01714171402683,5.600504045304566,9.035346354843686,6.6037338334595725,5.876334542183624,6.099609250886566,7.029140779095237,4.360948559807291,7.037322823162235,7.279347186919858,6.050514375278361,6.860096523064119,5.47094823426834,5.270036425067053,6.980099411100384,,6.92388191416871
1941,6.07741525998345,6.8641637186209925,9.580264523643757,8.050380397899918,8.54587977670297,8.525847602835361,6.226544850386851,6.980446833156316,8.015822150258943,6.376277201661981,9.672211131934866,6.69622514758444,6.28152579727228,6.309862221610984,7.051401660557739,4.205556604767216,6.806812864190397,7.531694719980004,6.164102250149021,6.883891776945,5.947739861708155,5.182908331478876,6.75146348271685,,7.013745760251564
1942,6.215403662157895,7.56374048627237,9.952074379065527,7.744825930946102,8.79446910487414,8.876715634643425,6.24688552310012,7.031257366816092,7.740951439234324,6.636324765048959,10.291496167599298,6.859358906005099,6.708406959478936,6.586263878983847,7.137267955969346,4.2933371967760605,7.041954439350772,7.939198651422267,6.349187893680406,6.760193706920866,6.530379728536163,5.126270698351164,6.905752979611214,,7.136901002791233
1943,6.4882602428368985,7.502059369560927,10.349765335741143,7.925891473616374,9.041116408237754,9.3310632269028,6.391037632094612,7.036426724798603,7.8488550472676355,6.5352436213081,10.870347778461761,7.227964258708331,7.160471413432578,6.920260346454025,7.20089043092075,4.291635842693131,6.993315299399908,8.358307597268116,6.570885430967129,6.7499900687480245,7.069383057531658,5.067257602300514,7.139486622008046,,7.2750917026031505
1944,6.637519886003615,7.440914111258587,10.690838573367689,8.021810888230105,9.173928169710631,9.517217736707556,6.769780021801065,7.117592020137321,8.049038855467238,6.7927564512804715,11.443923324358972,7.651303660275383,7.643052368059105,7.309141651933861,7.502467023139626,4.352854931815791,6.61686445173191,8.954166336802166,6.784210599279347,6.816361219816774,7.593402119275107,5.031240307439059,7.227450111322244,,7.517438946919267
1945,6.594652737860745,7.414357439971628,10.268597978786556,7.9181726536339,9.236737573139642,9.64176271602229,7.467492288796371,7.196320923511865,7.974282200706551,7.1874380091238095,11.91033853894182,8.049977337536431,8.163767218760137,7.553622043348663,7.788667004966083,4.715924436403774,5.799184533850292,9.712835512992413,6.9394513734001935,6.711731300628828,7.924819318639636,5.36030874184278,7.057530345026624,,7.83256098480965
1946,6.010765535426375,7.414104713447543,9.224930644231804,7.6044541516164506,8.927611070210157,9.0769071342121,8.08840621263465,6.951338698666459,7.91234488067852,7.022333016886428,11.272478775589482,7.927694773124188,8.532867121016535,7.6682330206825915,7.386314650697315,5.430570559333619,4.907754586662822,9.53799938117071,7.057859244508405,6.533170149672046,6.8771234612440475,5.285221963206171,6.740709302293806,,7.779745810983346
1947,5.570098080335146,7.555250807710741,8.342034820223892,6.891725512721881,8.466080325379467,8.007686440481885,8.532712381737065,6.688369264301049,7.987506463883057,6.751745170358922,10.299154909832012,7.555550457233699,8.751800296643282,7.675159129412911,7.237943093693314,5.996092232454312,4.446526645556835,8.933907707340273,6.9308783694556535,6.518471963391936,5.635030257186306,5.138122961754252,6.276838688483667,,7.655330979461925
1948,5.26686709638339,7.550183289043795,7.81585092586346,6.418967051094702,8.018232426866819,7.559139512838018,8.424930133611463,6.385774191975879,7.834075176099773,6.70478157044761,9.065038208393624,7.163499494751488,8.832806114696261,7.600201941422063,7.100371572213827,6.483472372573106,4.443135011868141,7.97613733438734,6.794250285228685,6.847328344909823,4.58724485602928,5.065394749885756,5.986448240019827,,7.299063121233452
1949,4.9521289140367255,7.6098477037271435,7.3828006337042735,6.112808556971478,7.915068088832603,6.823787597150585,7.88418606498843,6.01526262885909,7.6439145282044,6.799404946945127,8.202314952659146,6.782631301240287,8.310059045091998,7.844207898065242,6.785807015524218,6.954366310266572,4.60221931462899,7.273676755399256,6.694985288705426,6.947957226766202,4.235221111892233,5.074474841025257,5.943606609422251,,6.924116463137398
1950,4.656106305053569,7.474571344274137,6.918003451478454,5.941163074809845,7.7802748039339304,6.747204623095925,7.383038198163139,5.738368997424924,7.5442530201224365,6.957156489554924,7.622158704146189,6.498196587436937,7.189352297928297,7.857485119929344,6.414166056594879,7.470860139067694,4.741044296119379,6.760316321558735,6.55892060663047,6.782729740112407,4.310499071487724,5.03512684044747,5.870953917252364,,6.580277913610427
1951,4.373726625399211,7.204793731310895,6.90291133142323,5.784699284143092,7.441056562514242,6.598962405707268,6.951959976144006,5.622251864742089,7.499425100642948,6.767730954329821,7.1735152147085195,6.291540379746651,6.653351740531528,7.734781722546842,6.189006748061715,7.869007767426903,4.5408666492923615,6.49878556745347,6.464895588636072,6.671210413656765,4.648227614548839,4.925408643979996,5.847154009811974,,6.315847109993226
1952,4.326809658669346,7.047451827535787,7.123395004831805,5.662983677325488,7.086578545829142,6.482083838749551,6.613983619561432,5.486504614766684,7.248241511194932,6.374578787723169,6.938600358688207,6.245318957550615,6.518862811600659,7.842901972323129,6.034513167211373,8.108678440128228,4.535557589018986,6.422351923730076,6.229542180973342,6.6240736819707084,4.76469603004144,4.992745946298238,5.86009422256281,,6.135915970749192
1953,4.4479985981801,7.072892575207781,7.144439789430373,5.569785026363799,6.8629646440929015,6.422700858135963,6.321829027784808,5.3995467067090015,6.86937047072979,6.274049726372782,6.786169701005677,6.22654890788881,6.778949493941331,7.795245734362688,5.895023018132857,8.093935854471312,4.606661544199484,6.23376447706581,6.01205220532643,6.633811678832669,4.748017592238795,5.0301627061346466,5.831381249199084,,5.991635431222445
1954,4.436895696325036,6.909353590253729,7.119567681151198,5.65639318499176,6.69730748109219,6.440989517989602,5.995566484299392,5.340795308517777,6.654309479928774,6.459611636655142,6.641355961532387,6.1536447500077225,6.879449958940265,7.657551609151837,5.76369901639587,8.092258708007439,4.726050171718398,6.032267157345629,5.83167883918307,6.640202836688555,4.7913501727085315,5.0415386442958745,5.883362655978896,,5.812244354952116
1955,4.448078671680178,6.588228426164793,7.062796227726545,5.745908958839997,6.509317954548319,6.358988350970995,5.592795966840861,5.438358314350616,6.336324279073934,6.065917256939114,6.432271065711758,6.056946233045037,6.898165237487447,7.588556531732345,5.641539028470315,8.09658554160102,4.783524224785913,5.793759773196045,5.80615000207703,6.526129456073797,4.822517201244969,5.132836937162998,5.865068962426244,,5.575025019119812
1956,4.423805586559317,6.381627472498075,6.928264205743147,5.661465791776905,6.234611208725733,6.377412440768497,5.346282658907794,5.506184242805107,6.068044094407732,5.7407743964615,6.2062415289204225,6.00476902311227,6.805620282179265,7.625119970732267,5.580522703750388,7.891711160626291,4.746948676468424,5.5760335493249755,5.852179969221179,6.483251872994951,4.843721949513934,5.231729379307974,5.842353481485444,,5.408441238275079
1957,4.579510435428369,6.1531236574110615,6.908446310071291,5.645285224735888,6.0128852297305135,6.308060650676602,5.269417510665525,5.540978919479363,5.871575394181211,5.702458225563091,5.973292512467114,5.947061721358941,6.725386505811911,7.766986026313194,5.585224619353645,7.4990880959083634,4.791312976254549,5.44914709270695,5.888582245374717,6.53270545805862,4.7963702914416775,5.31999217478734,5.845605466018151,,5.32621142076723
1958,4.725865759646996,6.01867477406069,6.965886566992595,5.807558954086475,6.010533454239542,6.308160498149452,5.227718997068161,5.52962824077394,5.691037970698013,5.6634322240199735,5.8266672199332055,5.931286237392127,6.329301789557358,7.771136571902908,5.5636237333576855,7.11016214321386,4.942104163603103,5.538592295540852,5.989123912703823,6.589056625372108,4.694715754438137,5.338313797512122,5.960537860878009,,5.28664257723728
